slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
meta-description-generator,Meta Description Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
monster-name-generator,Monster Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
mood-board-generator,Mood Board Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
pen-name-generator,Pen Name Generator,Other,low,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
pet-name-generator,Pet Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
pixel-text-generator,Pixel Text Generator,Other,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
playlist-name-generator,Playlist Name Generator,Other,low,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
proposal-generator,Proposal Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
purchase-order-generator,Purchase Order Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
qr-code-generator,QR Code Generator,Other,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
quotation-generator,Quotation Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
ransom-note-text-generator,Ransom Note Text Generator,Other,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
retro-text-generator,Retro Text Generator,Other,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
return-policy-generator,Return Policy Generator,Other,low,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
robot-name-generator,Robot Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
salon-name-generator,Salon Name Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
service-agreement-generator,Service Agreement Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
ship-name-generator,Ship Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
shopify-product-description-generator,Shopify Product Description Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
short-code-generator,Short Code Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
sigil-generator,Sigil Generator,Other,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
sitemap-generator,Sitemap Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
sith-name-generator,Sith Name Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
spaceship-name-generator,Spaceship Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
sports-team-name-generator,Sports Team Name Generator,Other,low,yes,basic,basic,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
tattoo-name-generator,Tattoo Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
token-generator,Token Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
typewriter-text-generator,Typewriter Text Generator,Other,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
ancient-greek-inspired-name-generator,Ancient Greek-Inspired Name Generator,Creative & Story Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
roman-inspired-character-name-generator,Roman-Inspired Character Name Generator,Creative & Story Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
ancient-egyptian-inspired-name-generator,Ancient Egyptian-Inspired Name Generator,Creative & Story Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
iupac-name-generator,IUPAC Name Generator,Utility Generators,high,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
victorian-name-generator,Victorian Name Generator,Name Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
racehorse-name-generator,Racehorse Name Generator,Name Generators,high,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
emo-name-generator,Emo Name Generator,Creative & Story Generators,medium,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
poster-generator,Poster Generator,Business Generators,high,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
flyer-generator,Flyer Generator,Business Generators,high,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
fantasy-map-generator,Fantasy Map Generator,Gaming & Fantasy Generators,medium,yes,okay,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
papyrus-generator,Papyrus Generator,Font & Text Style Generators,high,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
serif-generator,Serif Generator,Font & Text Style Generators,high,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
