slug,tool_name,category,current_status,should_upgrade_to_premium,safe_to_upgrade,premium_upgrade_type,required_safe_framing,recommended_index_status,pass_number,reason
sales-email-generator,Sales Email Generator,AI Text & Writing Generators,premium_done,no,yes,already premium; regression QA only,"safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,,Already classified premium after Pass 18; keep in regression QA. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
follow-up-email-generator,Follow-Up Email Generator,AI Text & Writing Generators,premium_done,no,yes,already premium; regression QA only,"safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,,Already classified premium after Pass 18; keep in regression QA. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
image-alt-text-generator,Image Alt Text Generator,SEO & Marketing Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
video-prompt-generator,Video Prompt Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
productivity-prompt-generator,Productivity Prompt Generator,AI Text & Writing Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,noindex,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
brand-kit-generator,Brand Kit Generator,Business & Brand Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
random-list-generator,Random List Generator,Random Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
random-color-generator,Random Color Generator,Random Generators,noindex_or_low_priority,yes,yes,"randomizer suite with constraints, batch generation, history, and copyable structured results",none required beyond normal quality controls,low,26,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current.
dnd-character-generator,D&D Character Generator,Gaming & Fantasy Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
dungeon-generator,Dungeon Generator,Gaming & Fantasy Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
worksheet-generator,Worksheet Generator,AI Text & Writing Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
rubric-generator,Rubric Generator,AI Text & Writing Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
assignment-generator,Assignment Generator,AI Text & Writing Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
graphql-query-generator,GraphQL Query Generator,Developer & Web Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
mock-api-generator,Mock API Generator,Developer & Web Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,noindex,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
wheel-spinner-generator,Wheel Spinner Generator,Random Generators,noindex_or_low_priority,yes,yes,"randomizer suite with constraints, batch generation, history, and copyable structured results",none required beyond normal quality controls,noindex,26,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
product-benefits-generator,Product Benefits Generator,Business & Brand Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
pattern-generator,CSS Pattern Generator,Developer & Web Generators,noindex_or_low_priority,yes,yes,"developer utility suite with validation, formatted output, examples, and copy/export actions",none required beyond normal quality controls,low,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current.
blob-generator,CSS Blob Generator,Developer & Web Generators,noindex_or_low_priority,yes,yes,"developer utility suite with validation, formatted output, examples, and copy/export actions",none required beyond normal quality controls,low,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current.
wave-generator,CSS Wave Generator,Developer & Web Generators,noindex_or_low_priority,yes,yes,"developer utility suite with validation, formatted output, examples, and copy/export actions",none required beyond normal quality controls,low,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current.
viking-name-generator,Viking Name Generator,Gaming & Fantasy Generators,needs_premium_upgrade,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,20,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
wizard-name-generator,Wizard Name Generator,Gaming & Fantasy Generators,needs_premium_upgrade,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,20,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
villain-name-generator,Villain Name Generator,Gaming & Fantasy Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,medium,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
werewolf-name-generator,Werewolf Name Generator,Gaming & Fantasy Generators,noindex_or_low_priority,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,25,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
japanese-name-generator,Japanese Name Generator,Name Generators,needs_premium_upgrade,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,20,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
korean-name-generator,Korean Name Generator,Name Generators,needs_premium_upgrade,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,20,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
city-name-generator,City Name Generator,Gaming & Fantasy Generators,needs_premium_upgrade,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,20,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
restaurant-name-generator,Restaurant Name Generator,Business & Brand Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
coffee-shop-name-generator,Coffee Shop Name Generator,Business & Brand Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
album-name-generator,Album Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
book-name-generator,Book Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
movie-name-generator,Movie Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
roblox-username-generator,Roblox Username Generator,Gaming & Fantasy Generators,hold_sensitive,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions","fictional/creative use only; no impersonation, fraud, evasion, or identity misuse",noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
tiktok-username-generator,TikTok Username Generator,Social Media Tools,hold_sensitive,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions","platform-aware drafting only; avoid spam, impersonation, evasion, deceptive engagement, or trademark affiliation claims",noindex,29,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
receipt-generator,Receipt Generator,Business & Brand Generators,hold_sensitive,yes,yes,"business document/brand suite with structured sections, options, compliance notes, and copy actions","administrative draft only; not financial/tax advice; require user verification of amounts, law, and records",noindex,27,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
nda-generator,NDA Generator,Utility Generators,hold_sensitive,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,29,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
newsletter-name-generator,Newsletter Name Generator,Business Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,high,,Already classified premium after Pass 18; keep in regression QA.
price-tag-generator,Price Tag Generator,Utility Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
product-tag-generator,Product Tag Generator,Utility Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
clothing-tag-generator,Clothing Tag Generator,Utility Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
minutes-of-meeting-generator,Minutes Of Meeting Generator,Business Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
event-name-generator,Event Name Generator,Business Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
college-name-generator,College Name Generator,Creative & Story Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,noindex,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
diner-name-generator,Diner Name Generator,Business Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
flower-name-generator,Flower Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
newspaper-name-generator,Newspaper Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
plant-name-generator,Plant Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,medium,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
sibling-name-generator,Sibling Name Generator,Human Name Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
pick-a-name-generator,Pick A Name Generator,Utility Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,high,,Already classified premium after Pass 18; keep in regression QA.
name-generator-wheel,Name Generator Wheel,Utility Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,noindex,,Already classified premium after Pass 18; keep in regression QA.
cake-company-names-generator,Cake Company Names Generator,Business Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,high,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
car-name-generator,Car Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,medium,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
title-name-generator,Title Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,medium,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
geo-tag-generator,Geo Tag Generator,Utility Generators,good_enough,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions",none required beyond normal quality controls,noindex,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
pet-tag-generator,Pet Tag Generator,Utility Generators,good_enough,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions",none required beyond normal quality controls,high,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
dj-tag-generator,DJ Tag Generator,Utility Generators,good_enough,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions",none required beyond normal quality controls,high,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
clan-tag-generator,Clan Tag Generator,Utility Generators,good_enough,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions",none required beyond normal quality controls,high,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
hang-tag-generator,Hang Tag Generator,Utility Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,high,,Already classified premium after Pass 18; keep in regression QA.
art-tag-generator,Art Tag Generator,Utility Generators,good_enough,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions",none required beyond normal quality controls,noindex,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
email-tag-generator,Email Tag Generator,Utility Generators,good_enough,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
tag-team-name-generator,Tag Team Name Generator,Creative & Story Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,medium,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
warrior-name-generator,Warrior Name Generator,Creative & Story Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,medium,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
secret-santa-name-generator,Secret Santa Name Generator,Utility Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
anagram-of-name-generator,Anagram Of Name Generator,Utility Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
cyberpunk-name-generator,Cyberpunk Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,medium,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
goth-name-generator,Goth Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
project-name-generator-keywords,Project Name Generator Keywords,Business Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
scifi-name-generator,Sci-Fi Name Generator,Creative & Story Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,medium,,Already classified premium after Pass 18; keep in regression QA. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
last-name-and-first-name-generator,First And Last Name Generator,Name Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
baby-name-generator-with-last-name,Baby Name Generator With Last Name,Name Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
nickname-generator-based-on-name,Nickname Generator Based On Name,Name Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
phonetic-spelling-of-name-generator,Phonetic Spelling Generator,Utility Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
name-combination-generator,Name Combination Generator,Utility Generators,good_enough,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions",none required beyond normal quality controls,high,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
performer-names-generator,Performer Names Generator,Business Generators,good_enough,yes,yes,"business document/brand suite with structured sections, options, compliance notes, and copy actions",none required beyond normal quality controls,high,20,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as hold_sensitive; Pass 18 status is treated as current.
disc-jockey-names-generator,DJ Name Generator,Business Generators,good_enough,yes,yes,"business document/brand suite with structured sections, options, compliance notes, and copy actions",none required beyond normal quality controls,high,20,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
name-pronunciation-generator,Name Pronunciation Generator,Utility Generators,good_enough,yes,yes,"utility workflow suite with validation, settings, structured result panels, and copy/export actions",none required beyond normal quality controls,high,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
fantasy-language-generator,Fantasy Language Generator,Writing Generators,good_enough,yes,yes,"writing suite with tone/format controls, outlines, drafts, variants, and copy actions",none required beyond normal quality controls,low,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
color-palette-generator-from-name,Color Palette Generator From Name,Utility Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,high,,Already classified premium after Pass 18; keep in regression QA.
mountain-name-generator,Mountain Name Generator,Gaming & Fantasy Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,medium,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
forest-name-generator,Forest Name Generator,Gaming & Fantasy Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,medium,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
team-name-generator-using-keywords,Team Name Generator By Keyword,Utility Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as needs_premium_upgrade; Pass 18 status is treated as current.
trademark-friendly-name-generator,Trademark-Friendly Name Generator,Business Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as hold_sensitive; Pass 18 status is treated as current.
acceptable-use-policy-generator,Acceptable Use Policy Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",informational template only; not legal advice; encourage professional review; avoid jurisdiction-specific claims,noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
app-icon-generator,App Icon Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
app-name-generator,App Name Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
bakery-name-generator,Bakery Name Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
banner-generator,Banner Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
barbarian-name-generator,Barbarian Name Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,25,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
big-text-generator,Big Text Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
brat-text-generator,Brat Text Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,25,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
breadcrumb-generator,Breadcrumb Generator,Other,needs_premium_upgrade,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,20,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
bubble-text-generator,Bubble Text Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
business-card-generator,Business Card Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
castle-name-generator,Castle Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
channel-name-generator,Channel Name Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
chatgpt-prompt-generator,ChatGPT Prompt Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
club-name-generator,Club Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
cocktail-name-generator,Cocktail Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
contract-generator,Contract Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",informational template only; not legal advice; encourage professional review; avoid jurisdiction-specific claims,noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
cowboy-name-generator,Cowboy Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
css-code-generator,CSS Code Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
cursive-name-generator,Cursive Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
cute-text-generator,Cute Text Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
dalle-prompt-generator,DALL-E Prompt Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
dinosaur-name-generator,Dinosaur Name Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,25,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
display-name-generator,Display Name Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
