scope,check,status,details
"pl/generator-meta-tagow","no localhost/vercel host","PASS",""
"pl/generator-meta-tagow","title/description/h1 present","PASS","Darmowe narzędzie: Generator meta tagów | Przygotuj szkice do SEO technicznego, metadanych i treści wymagających kontroli. Użyj Generator meta tagów, aby otrzymać szkice zgodne z intencją: generator meta tagów. | Generator meta tagów"
"pl/generator-meta-tagow","local diacritics/phrasing evidence","PASS",""
"pl/generator-meta-tagow","unsupported promise safety","PASS",""
"pl/generator-meta-tagow","localized meta language","PASS",""
"pl/generator-meta-tagow","standalone localized body length","PASS","7931"
"pl/generator-nazw","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw/"
"pl/generator-nazw","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw","language switch same tool","PASS","en:https://taptogen.com/tools/name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres/ fr:https://taptogen.com/fr/tools/generateur-de-noms/ de:https://taptogen.com/de/tools/namensgenerator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes/ it:https://taptogen.com/it/tools/generatore-di-nomi/ pl:https://taptogen.com/pl/tools/generator-nazw/ x-default:https://taptogen.com/tools/name-generator/"
"pl/generator-nazw","no localhost/vercel host","PASS",""
"pl/generator-nazw","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw | Twórz jasne pomysły na nazwy dla projektów, postaci, marek lub list osobistych. Użyj Generator nazw, aby otrzymać szkice zgodne z intencją: generator nazw. | Generator nazw"
"pl/generator-nazw","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw","unsupported promise safety","PASS",""
"pl/generator-nazw","localized meta language","PASS",""
"pl/generator-nazw","standalone localized body length","PASS","7855"
"pl/generator-nazw-bloga","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw-bloga","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw-bloga/"
"pl/generator-nazw-bloga","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw-bloga","language switch same tool","PASS","en:https://taptogen.com/tools/blog-name-generator/ es:https://taptogen.com/es/tools/nombres-para-blog/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-blog/ de:https://taptogen.com/de/tools/blognamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-blog/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-blog/ pl:https://taptogen.com/pl/tools/generator-nazw-bloga/ x-default:https://taptogen.com/tools/blog-name-generator/"
"pl/generator-nazw-bloga","no localhost/vercel host","PASS",""
"pl/generator-nazw-bloga","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw bloga | Twórz pomysły biznesowe dla marek, firm, produktów i projektów zawodowych. Użyj Generator nazw bloga, aby otrzymać szkice zgodne z intencją: generator nazw bloga. | Generator nazw bloga"
"pl/generator-nazw-bloga","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw-bloga","unsupported promise safety","PASS",""
"pl/generator-nazw-bloga","localized meta language","PASS",""
"pl/generator-nazw-bloga","standalone localized body length","PASS","8001"
"pl/generator-nazw-domen","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw-domen","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw-domen/"
"pl/generator-nazw-domen","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw-domen","language switch same tool","PASS","en:https://taptogen.com/tools/domain-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-de-dominio/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-domaine/ de:https://taptogen.com/de/tools/domainnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-dominio/ it:https://taptogen.com/it/tools/generatore-di-nomi-dominio/ pl:https://taptogen.com/pl/tools/generator-nazw-domen/ x-default:https://taptogen.com/tools/domain-name-generator/"
"pl/generator-nazw-domen","no localhost/vercel host","PASS",""
"pl/generator-nazw-domen","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw domen | Twórz pomysły biznesowe dla marek, firm, produktów i projektów zawodowych. Użyj Generator nazw domen, aby otrzymać szkice zgodne z intencją: generator nazw domen. | Generator nazw domen"
"pl/generator-nazw-domen","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw-domen","unsupported promise safety","PASS",""
"pl/generator-nazw-domen","localized meta language","PASS",""
"pl/generator-nazw-domen","standalone localized body length","PASS","7809"
"pl/generator-nazw-firm","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw-firm","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw-firm/"
"pl/generator-nazw-firm","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw-firm","language switch same tool","PASS","en:https://taptogen.com/tools/business-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-para-empresas/ fr:https://taptogen.com/fr/tools/generateur-de-nom-dentreprise/ de:https://taptogen.com/de/tools/firmennamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-empresas/ it:https://taptogen.com/it/tools/generatore-di-nomi-aziendali/ pl:https://taptogen.com/pl/tools/generator-nazw-firm/ x-default:https://taptogen.com/tools/business-name-generator/"
"pl/generator-nazw-firm","no localhost/vercel host","PASS",""
"pl/generator-nazw-firm","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw firm | Twórz pomysły biznesowe dla marek, firm, produktów i projektów zawodowych. Użyj Generator nazw firm, aby otrzymać szkice zgodne z intencją: generator nazw firm. | Generator nazw firm"
"pl/generator-nazw-firm","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw-firm","unsupported promise safety","PASS",""
"pl/generator-nazw-firm","localized meta language","PASS",""
"pl/generator-nazw-firm","standalone localized body length","PASS","7860"
"pl/generator-nazw-podcastow","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw-podcastow","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw-podcastow/"
"pl/generator-nazw-podcastow","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw-podcastow","language switch same tool","PASS","en:https://taptogen.com/tools/podcast-name-generator/ es:https://taptogen.com/es/tools/nombres-para-podcast/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-podcast/ de:https://taptogen.com/de/tools/podcastnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-podcast/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-podcast/ pl:https://taptogen.com/pl/tools/generator-nazw-podcastow/ x-default:https://taptogen.com/tools/podcast-name-generator/"
"pl/generator-nazw-podcastow","no localhost/vercel host","PASS",""
"pl/generator-nazw-podcastow","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw podcastów | Twórz pomysły biznesowe dla marek, firm, produktów i projektów zawodowych. Użyj Generator nazw podcastów, aby otrzymać szkice zgodne z intencją: generator nazw podcastów. | Generator nazw podcastów"
"pl/generator-nazw-podcastow","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw-podcastow","unsupported promise safety","PASS",""
"pl/generator-nazw-podcastow","localized meta language","PASS",""
"pl/generator-nazw-podcastow","standalone localized body length","PASS","8134"
"pl/generator-nazw-produktow","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw-produktow","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw-produktow/"
"pl/generator-nazw-produktow","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw-produktow","language switch same tool","PASS","en:https://taptogen.com/tools/product-name-generator/ es:https://taptogen.com/es/tools/nombres-para-productos/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-produit/ de:https://taptogen.com/de/tools/produktnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-produtos/ it:https://taptogen.com/it/tools/generatore-di-nomi-prodotto/ pl:https://taptogen.com/pl/tools/generator-nazw-produktow/ x-default:https://taptogen.com/tools/product-name-generator/"
"pl/generator-nazw-produktow","no localhost/vercel host","PASS",""
"pl/generator-nazw-produktow","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw produktów | Twórz pomysły biznesowe dla marek, firm, produktów i projektów zawodowych. Użyj Generator nazw produktów, aby otrzymać szkice zgodne z intencją: generator nazw produktów. | Generator nazw produktów"
"pl/generator-nazw-produktow","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw-produktow","unsupported promise safety","PASS",""
"pl/generator-nazw-produktow","localized meta language","PASS",""
"pl/generator-nazw-produktow","standalone localized body length","PASS","8000"
"pl/generator-nazw-projektow","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw-projektow","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw-projektow/"
"pl/generator-nazw-projektow","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw-projektow","language switch same tool","PASS","en:https://taptogen.com/tools/project-name-generator/ es:https://taptogen.com/es/tools/nombres-para-proyectos/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-projet/ de:https://taptogen.com/de/tools/projektnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-projetos/ it:https://taptogen.com/it/tools/generatore-di-nomi-progetto/ pl:https://taptogen.com/pl/tools/generator-nazw-projektow/ x-default:https://taptogen.com/tools/project-name-generator/"
"pl/generator-nazw-projektow","no localhost/vercel host","PASS",""
"pl/generator-nazw-projektow","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw projektów | Twórz pomysły biznesowe dla marek, firm, produktów i projektów zawodowych. Użyj Generator nazw projektów, aby otrzymać szkice zgodne z intencją: generator nazw projektów. | Generator nazw projektów"
"pl/generator-nazw-projektow","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw-projektow","unsupported promise safety","PASS",""
"pl/generator-nazw-projektow","localized meta language","PASS",""
"pl/generator-nazw-projektow","standalone localized body length","PASS","8062"
"pl/generator-nazw-uzytkownika","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw-uzytkownika","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw-uzytkownika/"
"pl/generator-nazw-uzytkownika","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw-uzytkownika","language switch same tool","PASS","en:https://taptogen.com/tools/username-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-de-usuario/ fr:https://taptogen.com/fr/tools/generateur-de-pseudo/ de:https://taptogen.com/de/tools/benutzernamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nome-de-usuario/ it:https://taptogen.com/it/tools/generatore-di-username/ pl:https://taptogen.com/pl/tools/generator-nazw-uzytkownika/ x-default:https://taptogen.com/tools/username-generator/"
"pl/generator-nazw-uzytkownika","no localhost/vercel host","PASS",""
"pl/generator-nazw-uzytkownika","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw użytkownika | Twórz jasne pomysły na nazwy dla projektów, postaci, marek lub list osobistych. Użyj Generator nazw użytkownika, aby otrzymać szkice zgodne z intencją: generator nazw użytkownika. | Generator nazw użytkownika"
"pl/generator-nazw-uzytkownika","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw-uzytkownika","unsupported promise safety","PASS",""
"pl/generator-nazw-uzytkownika","localized meta language","PASS",""
"pl/generator-nazw-uzytkownika","standalone localized body length","PASS","8054"
"pl/generator-nazw-zespolow","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazw-zespolow","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazw-zespolow/"
"pl/generator-nazw-zespolow","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazw-zespolow","language switch same tool","PASS","en:https://taptogen.com/tools/team-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-de-equipo/ fr:https://taptogen.com/fr/tools/generateur-de-noms-dequipe/ de:https://taptogen.com/de/tools/teamnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-equipe/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-squadre/ pl:https://taptogen.com/pl/tools/generator-nazw-zespolow/ x-default:https://taptogen.com/tools/team-name-generator/"
"pl/generator-nazw-zespolow","no localhost/vercel host","PASS",""
"pl/generator-nazw-zespolow","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazw zespołów | Twórz jasne pomysły na nazwy dla projektów, postaci, marek lub list osobistych. Użyj Generator nazw zespołów, aby otrzymać szkice zgodne z intencją: generator nazw zespołów. | Generator nazw zespołów"
"pl/generator-nazw-zespolow","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazw-zespolow","unsupported promise safety","PASS",""
"pl/generator-nazw-zespolow","localized meta language","PASS",""
"pl/generator-nazw-zespolow","standalone localized body length","PASS","8085"
"pl/generator-nazwisk","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-nazwisk","self canonical","PASS","https://taptogen.com/pl/tools/generator-nazwisk/"
"pl/generator-nazwisk","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-nazwisk","language switch same tool","PASS","en:https://taptogen.com/tools/last-name-generator/ es:https://taptogen.com/es/tools/generador-de-apellidos/ fr:https://taptogen.com/fr/tools/generateur-de-noms-de-famille/ de:https://taptogen.com/de/tools/nachnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-sobrenomes/ it:https://taptogen.com/it/tools/generatore-di-cognomi/ pl:https://taptogen.com/pl/tools/generator-nazwisk/ x-default:https://taptogen.com/tools/last-name-generator/"
"pl/generator-nazwisk","no localhost/vercel host","PASS",""
"pl/generator-nazwisk","title/description/h1 present","PASS","Darmowe narzędzie: Generator nazwisk | Twórz jasne pomysły na nazwy dla projektów, postaci, marek lub list osobistych. Użyj Generator nazwisk, aby otrzymać szkice zgodne z intencją: generator nazwisk. | Generator nazwisk"
"pl/generator-nazwisk","local diacritics/phrasing evidence","PASS",""
"pl/generator-nazwisk","unsupported promise safety","PASS",""
"pl/generator-nazwisk","localized meta language","PASS",""
"pl/generator-nazwisk","standalone localized body length","PASS","7886"
"pl/generator-open-graph","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-open-graph","self canonical","PASS","https://taptogen.com/pl/tools/generator-open-graph/"
"pl/generator-open-graph","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-open-graph","language switch same tool","PASS","en:https://taptogen.com/tools/open-graph-generator/ es:https://taptogen.com/es/tools/generador-de-etiquetas-open-graph/ fr:https://taptogen.com/fr/tools/generateur-open-graph/ de:https://taptogen.com/de/tools/open-graph-generator/ pt:https://taptogen.com/pt/tools/gerador-de-open-graph/ it:https://taptogen.com/it/tools/generatore-open-graph/ pl:https://taptogen.com/pl/tools/generator-open-graph/ x-default:https://taptogen.com/tools/open-graph-generator/"
"pl/generator-open-graph","no localhost/vercel host","PASS",""
"pl/generator-open-graph","title/description/h1 present","PASS","Darmowe narzędzie: Generator Open Graph | Przygotuj szkice do SEO technicznego, metadanych i treści wymagających kontroli. Użyj Generator Open Graph, aby otrzymać szkice zgodne z intencją: generator Open Graph. | Generator Open Graph"
"pl/generator-open-graph","local diacritics/phrasing evidence","PASS",""
"pl/generator-open-graph","unsupported promise safety","PASS",""
"pl/generator-open-graph","localized meta language","PASS",""
"pl/generator-open-graph","standalone localized body length","PASS","7878"
"pl/generator-opisow-produktow","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-opisow-produktow","self canonical","PASS","https://taptogen.com/pl/tools/generator-opisow-produktow/"
"pl/generator-opisow-produktow","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-opisow-produktow","language switch same tool","PASS","en:https://taptogen.com/tools/product-description-generator/ es:https://taptogen.com/es/tools/generador-de-descripciones-de-productos/ fr:https://taptogen.com/fr/tools/generateur-de-description-produit/ de:https://taptogen.com/de/tools/produktbeschreibung-generator/ pt:https://taptogen.com/pt/tools/gerador-de-descricoes-de-produtos/ it:https://taptogen.com/it/tools/generatore-di-descrizioni-prodotto/ pl:https://taptogen.com/pl/tools/generator-opisow-produktow/ x-default:https://taptogen.com/tools/product-description-generator/"
"pl/generator-opisow-produktow","no localhost/vercel host","PASS",""
"pl/generator-opisow-produktow","title/description/h1 present","PASS","Darmowe narzędzie: Generator opisów produktów | Twórz szkice i pomysły pisarskie dla treści, nauki, sklepow i projektów kreatywnych. Użyj Generator opisów produktów, aby otrzymać szkice zgodne z intencją: generator opisów produktów. | Generator opisów produktów"
"pl/generator-opisow-produktow","local diacritics/phrasing evidence","PASS",""
"pl/generator-opisow-produktow","unsupported promise safety","PASS",""
"pl/generator-opisow-produktow","localized meta language","PASS",""
"pl/generator-opisow-produktow","standalone localized body length","PASS","7976"
"pl/generator-robots-txt","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-robots-txt","self canonical","PASS","https://taptogen.com/pl/tools/generator-robots-txt/"
"pl/generator-robots-txt","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-robots-txt","language switch same tool","PASS","en:https://taptogen.com/tools/robots-txt-generator/ es:https://taptogen.com/es/tools/generador-de-robots-txt/ fr:https://taptogen.com/fr/tools/generateur-robots-txt/ de:https://taptogen.com/de/tools/robots-txt-generator/ pt:https://taptogen.com/pt/tools/gerador-de-robots-txt/ it:https://taptogen.com/it/tools/generatore-di-robots-txt/ pl:https://taptogen.com/pl/tools/generator-robots-txt/ x-default:https://taptogen.com/tools/robots-txt-generator/"
"pl/generator-robots-txt","no localhost/vercel host","PASS",""
"pl/generator-robots-txt","title/description/h1 present","PASS","Darmowe narzędzie: Generator robots.txt | Przygotuj szkice do SEO technicznego, metadanych i treści wymagających kontroli. Użyj Generator robots.txt, aby otrzymać szkice zgodne z intencją: generator robots.txt. | Generator robots.txt"
"pl/generator-robots-txt","local diacritics/phrasing evidence","PASS",""
"pl/generator-robots-txt","unsupported promise safety","PASS",""
"pl/generator-robots-txt","localized meta language","PASS",""
"pl/generator-robots-txt","standalone localized body length","PASS","7789"
"pl/generator-sloganow","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-sloganow","self canonical","PASS","https://taptogen.com/pl/tools/generator-sloganow/"
"pl/generator-sloganow","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-sloganow","language switch same tool","PASS","en:https://taptogen.com/tools/slogan-generator/ es:https://taptogen.com/es/tools/generador-de-slogans/ fr:https://taptogen.com/fr/tools/generateur-de-slogan/ de:https://taptogen.com/de/tools/slogan-generator/ pt:https://taptogen.com/pt/tools/gerador-de-slogans/ it:https://taptogen.com/it/tools/generatore-di-slogan/ pl:https://taptogen.com/pl/tools/generator-sloganow/ x-default:https://taptogen.com/tools/slogan-generator/"
"pl/generator-sloganow","no localhost/vercel host","PASS",""
"pl/generator-sloganow","title/description/h1 present","PASS","Darmowe narzędzie: Generator sloganów | Twórz pomysły biznesowe dla marek, firm, produktów i projektów zawodowych. Użyj Generator sloganów, aby otrzymać szkice zgodne z intencją: generator sloganów. | Generator sloganów"
"pl/generator-sloganow","local diacritics/phrasing evidence","PASS",""
"pl/generator-sloganow","unsupported promise safety","PASS",""
"pl/generator-sloganow","localized meta language","PASS",""
"pl/generator-sloganow","standalone localized body length","PASS","7871"
"pl/generator-slow-kluczowych","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-slow-kluczowych","self canonical","PASS","https://taptogen.com/pl/tools/generator-slow-kluczowych/"
"pl/generator-slow-kluczowych","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-slow-kluczowych","language switch same tool","PASS","en:https://taptogen.com/tools/keyword-generator/ es:https://taptogen.com/es/tools/generador-de-palabras-clave/ fr:https://taptogen.com/fr/tools/generateur-de-mots-cles/ de:https://taptogen.com/de/tools/keyword-generator/ pt:https://taptogen.com/pt/tools/gerador-de-palavras-chave/ it:https://taptogen.com/it/tools/generatore-di-parole-chiave/ pl:https://taptogen.com/pl/tools/generator-slow-kluczowych/ x-default:https://taptogen.com/tools/keyword-generator/"
"pl/generator-slow-kluczowych","no localhost/vercel host","PASS",""
"pl/generator-slow-kluczowych","title/description/h1 present","PASS","Darmowe narzędzie: Generator słów kluczowych | Przygotuj szkice do SEO technicznego, metadanych i treści wymagających kontroli. Użyj Generator słów kluczowych, aby otrzymać szkice zgodne z intencją: generator słów kluczowych. | Generator słów kluczowych"
"pl/generator-slow-kluczowych","local diacritics/phrasing evidence","PASS",""
"pl/generator-slow-kluczowych","unsupported promise safety","PASS",""
"pl/generator-slow-kluczowych","localized meta language","PASS",""
"pl/generator-slow-kluczowych","standalone localized body length","PASS","7886"
"pl/generator-tagline","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-tagline","self canonical","PASS","https://taptogen.com/pl/tools/generator-tagline/"
"pl/generator-tagline","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-tagline","language switch same tool","PASS","en:https://taptogen.com/tools/tagline-generator/ es:https://taptogen.com/es/tools/generador-de-frases-para-marca/ fr:https://taptogen.com/fr/tools/generateur-de-baseline/ de:https://taptogen.com/de/tools/claim-generator/ pt:https://taptogen.com/pt/tools/gerador-de-frases-de-marca/ it:https://taptogen.com/it/tools/generatore-di-tagline/ pl:https://taptogen.com/pl/tools/generator-tagline/ x-default:https://taptogen.com/tools/tagline-generator/"
"pl/generator-tagline","no localhost/vercel host","PASS",""
"pl/generator-tagline","title/description/h1 present","PASS","Darmowe narzędzie: Generator tagline | Twórz pomysły biznesowe dla marek, firm, produktów i projektów zawodowych. Użyj Generator tagline, aby otrzymać szkice zgodne z intencją: generator tagline. | Generator tagline"
"pl/generator-tagline","local diacritics/phrasing evidence","PASS",""
"pl/generator-tagline","unsupported promise safety","PASS",""
"pl/generator-tagline","localized meta language","PASS",""
"pl/generator-tagline","standalone localized body length","PASS","7798"
"pl/generator-tagow-wideo","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-tagow-wideo","self canonical","PASS","https://taptogen.com/pl/tools/generator-tagow-wideo/"
"pl/generator-tagow-wideo","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-tagow-wideo","language switch same tool","PASS","en:https://taptogen.com/tools/youtube-tag-generator/ es:https://taptogen.com/es/tools/generador-de-etiquetas-para-videos/ fr:https://taptogen.com/fr/tools/generateur-de-tags-video/ de:https://taptogen.com/de/tools/video-tags-generator/ pt:https://taptogen.com/pt/tools/gerador-de-tags-para-video/ it:https://taptogen.com/it/tools/generatore-di-tag-video/ pl:https://taptogen.com/pl/tools/generator-tagow-wideo/ x-default:https://taptogen.com/tools/youtube-tag-generator/"
"pl/generator-tagow-wideo","no localhost/vercel host","PASS",""
"pl/generator-tagow-wideo","title/description/h1 present","PASS","Darmowe narzędzie: Generator tagów wideo | Przygotuj szkice do SEO technicznego, metadanych i treści wymagających kontroli. Użyj Generator tagów wideo, aby otrzymać szkice zgodne z intencją: generator tagów wideo. | Generator tagów wideo"
"pl/generator-tagow-wideo","local diacritics/phrasing evidence","PASS",""
"pl/generator-tagow-wideo","unsupported promise safety","PASS",""
"pl/generator-tagow-wideo","localized meta language","PASS",""
"pl/generator-tagow-wideo","standalone localized body length","PASS","7720"
"pl/generator-tagu-canonical","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-tagu-canonical","self canonical","PASS","https://taptogen.com/pl/tools/generator-tagu-canonical/"
"pl/generator-tagu-canonical","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-tagu-canonical","language switch same tool","PASS","en:https://taptogen.com/tools/canonical-tag-generator/ es:https://taptogen.com/es/tools/generador-de-etiqueta-canonical/ fr:https://taptogen.com/fr/tools/generateur-de-balise-canonique/ de:https://taptogen.com/de/tools/canonical-tag-generator/ pt:https://taptogen.com/pt/tools/gerador-de-tag-canonical/ it:https://taptogen.com/it/tools/generatore-di-tag-canonical/ pl:https://taptogen.com/pl/tools/generator-tagu-canonical/ x-default:https://taptogen.com/tools/canonical-tag-generator/"
"pl/generator-tagu-canonical","no localhost/vercel host","PASS",""
"pl/generator-tagu-canonical","title/description/h1 present","PASS","Darmowe narzędzie: Generator tagu canonical | Przygotuj szkice do SEO technicznego, metadanych i treści wymagających kontroli. Użyj Generator tagu canonical, aby otrzymać szkice zgodne z intencją: generator tagu canonical. | Generator tagu canonical"
"pl/generator-tagu-canonical","local diacritics/phrasing evidence","PASS",""
"pl/generator-tagu-canonical","unsupported promise safety","PASS",""
"pl/generator-tagu-canonical","localized meta language","PASS",""
"pl/generator-tagu-canonical","standalone localized body length","PASS","7910"
"pl/generator-tytulow-seo","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-tytulow-seo","self canonical","PASS","https://taptogen.com/pl/tools/generator-tytulow-seo/"
"pl/generator-tytulow-seo","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-tytulow-seo","language switch same tool","PASS","en:https://taptogen.com/tools/seo-title-generator/ es:https://taptogen.com/es/tools/generador-de-titulos-seo/ fr:https://taptogen.com/fr/tools/generateur-de-titre-seo/ de:https://taptogen.com/de/tools/seo-titel-generator/ pt:https://taptogen.com/pt/tools/gerador-de-titulos-seo/ it:https://taptogen.com/it/tools/generatore-di-titoli-seo/ pl:https://taptogen.com/pl/tools/generator-tytulow-seo/ x-default:https://taptogen.com/tools/seo-title-generator/"
"pl/generator-tytulow-seo","no localhost/vercel host","PASS",""
"pl/generator-tytulow-seo","title/description/h1 present","PASS","Darmowe narzędzie: Generator tytułów SEO | Przygotuj szkice do SEO technicznego, metadanych i treści wymagających kontroli. Użyj Generator tytułów SEO, aby otrzymać szkice zgodne z intencją: generator tytułów SEO. | Generator tytułów SEO"
"pl/generator-tytulow-seo","local diacritics/phrasing evidence","PASS",""
"pl/generator-tytulow-seo","unsupported promise safety","PASS",""
"pl/generator-tytulow-seo","localized meta language","PASS",""
"pl/generator-tytulow-seo","standalone localized body length","PASS","7838"
"pl/generator-zdan","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pl/generator-zdan","self canonical","PASS","https://taptogen.com/pl/tools/generator-zdan/"
"pl/generator-zdan","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pl/generator-zdan","language switch same tool","PASS","en:https://taptogen.com/tools/sentence-generator/ es:https://taptogen.com/es/tools/generador-de-oraciones/ fr:https://taptogen.com/fr/tools/generateur-de-phrases/ de:https://taptogen.com/de/tools/satz-generator/ pt:https://taptogen.com/pt/tools/gerador-de-frases/ it:https://taptogen.com/it/tools/generatore-di-frasi/ pl:https://taptogen.com/pl/tools/generator-zdan/ x-default:https://taptogen.com/tools/sentence-generator/"
"pl/generator-zdan","no localhost/vercel host","PASS",""
"pl/generator-zdan","title/description/h1 present","PASS","Darmowe narzędzie: Generator zdań | Twórz szkice i pomysły pisarskie dla treści, nauki, sklepow i projektów kreatywnych. Użyj Generator zdań, aby otrzymać szkice zgodne z intencją: generator zdań. | Generator zdań"
