slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
dj-name-generator,DJ Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
dmca-policy-generator,DMCA Policy Generator,Other,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
dog-name-generator,Dog Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
estimate-generator,Estimate Generator,Other,noindex,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
fake-text-generator,Fake Text Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
farm-name-generator,Farm Name Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
favicon-generator,Favicon Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
food-truck-name-generator,Food Truck Name Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
funny-name-generator,Funny Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
gnome-name-generator,Gnome Name Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
hotel-name-generator,Hotel Name Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
html-code-generator,HTML Code Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
invisible-text-generator,Invisible Text Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
letterhead-generator,Letterhead Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
logo-generator,Logo Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
mermaid-name-generator,Mermaid Name Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
meta-description-generator,Meta Description Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
monster-name-generator,Monster Name Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
mood-board-generator,Mood Board Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
pen-name-generator,Pen Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
pet-name-generator,Pet Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
pixel-text-generator,Pixel Text Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
playlist-name-generator,Playlist Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
proposal-generator,Proposal Generator,Other,noindex,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
purchase-order-generator,Purchase Order Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
qr-code-generator,QR Code Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
quotation-generator,Quotation Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
ransom-note-text-generator,Ransom Note Text Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
retro-text-generator,Retro Text Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
return-policy-generator,Return Policy Generator,Other,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
robot-name-generator,Robot Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
salon-name-generator,Salon Name Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
service-agreement-generator,Service Agreement Generator,Other,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
ship-name-generator,Ship Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
shopify-product-description-generator,Shopify Product Description Generator,Other,medium,yes,okay,good,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
short-code-generator,Short Code Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
sigil-generator,Sigil Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
sitemap-generator,Sitemap Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
sith-name-generator,Sith Name Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
spaceship-name-generator,Spaceship Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
sports-team-name-generator,Sports Team Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
tattoo-name-generator,Tattoo Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
token-generator,Token Generator,Other,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
typewriter-text-generator,Typewriter Text Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
ancient-greek-inspired-name-generator,Ancient Greek-Inspired Name Generator,Creative & Story Generators,medium,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
roman-inspired-character-name-generator,Roman-Inspired Character Name Generator,Creative & Story Generators,medium,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
ancient-egyptian-inspired-name-generator,Ancient Egyptian-Inspired Name Generator,Creative & Story Generators,medium,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
iupac-name-generator,IUPAC Name Generator,Utility Generators,medium,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
victorian-name-generator,Victorian Name Generator,Name Generators,low,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
racehorse-name-generator,Racehorse Name Generator,Name Generators,low,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
emo-name-generator,Emo Name Generator,Creative & Story Generators,low,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
poster-generator,Poster Generator,Business Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
flyer-generator,Flyer Generator,Business Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
fantasy-map-generator,Fantasy Map Generator,Gaming & Fantasy Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
papyrus-generator,Papyrus Generator,Font & Text Style Generators,low,yes,basic,good,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
serif-generator,Serif Generator,Font & Text Style Generators,low,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
