slug,name,category,indexable,overall_severity,issue_count,blocker_count,should_fix_count,nice_to_have_count,issue_codes,issue_details,tools_needing_premium_functionality_improvement,tools_needing_seo_content_improvement,should_reconsider_noindex,title_length,meta_description_length,faq_count,related_tool_count,has_tool_options,has_premium_controls,has_premium_guide_copy,unique_tool_intent,premium_tool_functionality,input_driven_output,non_generic_output,title_h1_meta,helpful_intro,useful_below_tool_content,specific_faqs,canonical,robots,related_links,duplicate_page_issue,risky_indexable,mojibake,unsafe_legacy_js,sitemap,ads_safe,layout_cls
worldbuilding-generator,Worldbuilding Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,46,152,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
roast-generator,Roast Generator,random-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,38,98,3,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
quiz-generator,Quiz Question Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,43,137,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
thesis-statement-generator,Thesis Statement Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,55,140,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
landing-page-copy-generator,Landing Page Copy Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=56; metaDescriptionLength=172; h1Matches=true.,no,yes,no,56,172,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
json-schema-generator,JSON Schema Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=50; metaDescriptionLength=170; h1Matches=true.,no,yes,no,50,170,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
typescript-type-generator,TypeScript Type Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,54,150,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
sql-query-generator,SQL Query Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,50,122,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
htaccess-generator,.htaccess Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=48; metaDescriptionLength=184; h1Matches=true.,no,yes,no,48,184,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
pwa-manifest-generator,PWA Manifest Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,50,158,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
form-generator,HTML Form Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=48; metaDescriptionLength=176; h1Matches=true.,no,yes,no,48,176,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
jwt-generator,JWT Token Generator,developer-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,41,96,0,3,no,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
random-id-generator,Random ID Generator,developer-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,48,144,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
flashcard-generator,Flashcard Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=48; metaDescriptionLength=165; h1Matches=true.,no,yes,no,48,165,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
study-plan-generator,Study Plan Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,49,134,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
lesson-plan-generator,Lesson Plan Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=50; metaDescriptionLength=167; h1Matches=true.,no,yes,no,50,167,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
research-question-generator,Research Question Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,56,141,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
bibliography-generator,Bibliography Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=50; metaDescriptionLength=161; h1Matches=true.,no,yes,no,50,161,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
essay-topic-generator,Essay Topic Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=50; metaDescriptionLength=181; h1Matches=true.,no,yes,no,50,181,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
multiple-choice-generator,Multiple Choice Question Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,63,148,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
product-bullet-points-generator,Product Bullet Points Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,60,158,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
amazon-listing-generator,Amazon Listing Generator,business-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,41,86,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
etsy-listing-generator,Etsy Listing Generator,business-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,39,78,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
customer-persona-generator,Customer Persona Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,51,112,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
youtube-hook-generator,Responsible YouTube Hook Generator,bio-caption-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,55,157,5,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
linkedin-summary-generator,LinkedIn Summary Generator,bio-caption-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,49,86,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
sales-email-generator,Sales Email Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,50,132,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
follow-up-email-generator,Follow-Up Email Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=54; metaDescriptionLength=184; h1Matches=true.,no,yes,no,54,184,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
image-alt-text-generator,Image Alt Text Generator,seo-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=53; metaDescriptionLength=178; h1Matches=true.,no,yes,no,53,178,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
video-prompt-generator,Video Prompt Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,45,107,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
productivity-prompt-generator,Productivity Prompt Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=57; metaDescriptionLength=179; h1Matches=true.,no,yes,no,57,179,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
brand-kit-generator,Brand Kit Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,44,108,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-list-generator,Random List Generator,random-generators,yes,pass,0,0,0,0,,,no,no,no,50,135,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-color-generator,Random Color Generator,random-generators,yes,pass,0,0,0,0,,,no,no,no,51,136,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
dnd-character-generator,D&D Character Generator,gaming-generators,yes,should_fix,4,0,1,3,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state|nice_to_have:intro_content_thin_or_keyword_light,seo_metadata_review: titleLength=42; metaDescriptionLength=170; h1Matches=false. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples. || intro_content_thin_or_keyword_light: Source description could be more aligned with primary keyword.,yes,yes,no,42,170,3,3,no,yes,yes,pass,review,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
dungeon-generator,Dungeon Generator,gaming-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=36; metaDescriptionLength=165; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,36,165,3,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
worksheet-generator,Worksheet Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,46,104,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
rubric-generator,Rubric Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,45,130,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
assignment-generator,Assignment Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,47,149,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
graphql-query-generator,GraphQL Query Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=52; metaDescriptionLength=176; h1Matches=true.,no,yes,no,52,176,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
mock-api-generator,Mock API Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,47,143,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
wheel-spinner-generator,Wheel Spinner Generator,random-generators,yes,nice_to_have,1,0,0,1,nice_to_have:no_visible_specialized_options,no_visible_specialized_options: Indexable page has no visible specialized options.,yes,no,no,49,105,4,4,no,yes,yes,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
product-benefits-generator,Product Benefits Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,55,153,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
pattern-generator,CSS Pattern Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,50,147,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
blob-generator,CSS Blob Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,41,100,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
wave-generator,CSS Wave Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,41,110,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
viking-name-generator,Viking Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,40,120,4,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
wizard-name-generator,Wizard Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,54,110,4,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
villain-name-generator,Villain Name Generator,gaming-generators,yes,pass,0,0,0,0,,,no,no,no,56,106,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
werewolf-name-generator,Werewolf Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,42,119,4,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
japanese-name-generator,Japanese Name Generator,name-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=52; metaDescriptionLength=172; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,52,172,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
korean-name-generator,Korean Name Generator,name-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=50; metaDescriptionLength=170; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,50,170,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
city-name-generator,City Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,47,158,4,3,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
restaurant-name-generator,Restaurant Name Generator,business-generators,yes,should_fix,1,0,1,0,should_fix:weak_related_links,weak_related_links: Related valid count=2.,no,yes,no,54,152,4,2,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
coffee-shop-name-generator,Coffee Shop Name Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,45,111,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
album-name-generator,Album Name Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,48,156,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
book-name-generator,Book Name Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=47; metaDescriptionLength=166; h1Matches=true.,no,yes,no,47,166,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
movie-name-generator,Movie Name Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:weak_related_links,weak_related_links: Related valid count=2.,no,yes,no,49,134,4,2,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
receipt-generator,Receipt Generator,business-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,43,70,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
nda-generator,NDA Generator,utility-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,43,79,3,2,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,fail,pass,pass
newsletter-name-generator,Newsletter Name Generator,business-generators,yes,should_fix,1,0,1,0,should_fix:generic_or_thin_faqs,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful.,no,yes,no,56,126,2,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
price-tag-generator,Price Tag Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,44,104,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
product-tag-generator,Product Tag Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,46,95,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
clothing-tag-generator,Clothing Tag Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,47,106,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
minutes-of-meeting-generator,Minutes Of Meeting Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,53,101,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
event-name-generator,Event Name Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,48,105,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
college-name-generator,College Name Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=50; metaDescriptionLength=168; h1Matches=true.,no,yes,no,50,168,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
diner-name-generator,Diner Name Generator,business-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=48; metaDescriptionLength=170; h1Matches=true.,no,yes,no,48,170,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
flower-name-generator,Flower Name Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,50,159,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
newspaper-name-generator,Newspaper Name Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,43,115,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
plant-name-generator,Plant Name Generator,creative-generators,yes,should_fix,2,0,2,0,should_fix:generic_or_thin_faqs|should_fix:weak_related_links,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful. || weak_related_links: Related valid count=2.,no,yes,no,51,121,2,2,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
sibling-name-generator,Sibling Name Generator,name-generators,yes,should_fix,1,0,1,0,should_fix:generic_or_thin_faqs,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful.,no,yes,no,62,122,2,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
pick-a-name-generator,Pick A Name Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,40,96,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
name-generator-wheel,Name Generator Wheel,utility-generators,yes,should_fix,1,0,1,0,should_fix:weak_related_links,weak_related_links: Related valid count=1.,no,yes,no,49,144,3,1,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
cake-company-names-generator,Cake Company Names Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,47,113,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
car-name-generator,Car Name Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:generic_or_thin_faqs,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful.,no,yes,no,52,115,2,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
title-name-generator,Title Name Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,39,112,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
geo-tag-generator,Geo Tag Generator,utility-generators,yes,should_fix,2,0,2,0,should_fix:generic_or_thin_faqs|should_fix:weak_related_links,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful. || weak_related_links: Related valid count=1.,no,yes,no,46,131,2,1,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
pet-tag-generator,Pet Tag Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,42,100,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
dj-tag-generator,DJ Tag Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,39,115,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
clan-tag-generator,Clan Tag Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,45,104,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
hang-tag-generator,Hang Tag Generator,utility-generators,yes,should_fix,1,0,1,0,should_fix:generic_or_thin_faqs,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful.,no,yes,no,46,110,2,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
art-tag-generator,Art Tag Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,45,156,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
email-tag-generator,Email Tag Generator,utility-generators,yes,should_fix,2,0,2,0,should_fix:generic_or_thin_faqs|should_fix:weak_related_links,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful. || weak_related_links: Related valid count=2.,no,yes,no,46,118,2,2,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
tag-team-name-generator,Tag Team Name Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,54,103,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
warrior-name-generator,Warrior Name Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,57,107,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
secret-santa-name-generator,Secret Santa Name Generator,utility-generators,yes,should_fix,1,0,1,0,should_fix:generic_or_thin_faqs,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful.,no,yes,no,54,146,2,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
anagram-of-name-generator,Anagram Of Name Generator,utility-generators,yes,should_fix,1,0,1,0,should_fix:generic_or_thin_faqs,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful.,no,yes,no,43,129,2,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
cyberpunk-name-generator,Cyberpunk Name Generator,creative-generators,yes,should_fix,2,0,2,0,should_fix:generic_or_thin_faqs|should_fix:weak_related_links,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful. || weak_related_links: Related valid count=2.,no,yes,no,51,123,2,2,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
goth-name-generator,Goth Name Generator,creative-generators,yes,should_fix,2,0,2,0,should_fix:generic_or_thin_faqs|should_fix:weak_related_links,generic_or_thin_faqs: FAQ count=2; FAQ answers should be specific and useful. || weak_related_links: Related valid count=2.,no,yes,no,51,119,2,2,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
