slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
cocktail-name-generator,Cocktail Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
contract-generator,Contract Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
cowboy-name-generator,Cowboy Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
css-code-generator,CSS Code Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
cursive-name-generator,Cursive Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
cute-text-generator,Cute Text Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
dalle-prompt-generator,DALL-E Prompt Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
dinosaur-name-generator,Dinosaur Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
display-name-generator,Display Name Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
dj-name-generator,DJ Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
dmca-policy-generator,DMCA Policy Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
dog-name-generator,Dog Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
estimate-generator,Estimate Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
fake-text-generator,Fake Text Generator,Other,noindex,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
farm-name-generator,Farm Name Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
favicon-generator,Favicon Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
food-truck-name-generator,Food Truck Name Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
funny-name-generator,Funny Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
gnome-name-generator,Gnome Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
hotel-name-generator,Hotel Name Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
html-code-generator,HTML Code Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
invisible-text-generator,Invisible Text Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
letterhead-generator,Letterhead Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
logo-generator,Logo Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
mermaid-name-generator,Mermaid Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
meta-description-generator,Meta Description Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
monster-name-generator,Monster Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
mood-board-generator,Mood Board Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
pen-name-generator,Pen Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
pet-name-generator,Pet Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
pixel-text-generator,Pixel Text Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
playlist-name-generator,Playlist Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
proposal-generator,Proposal Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
purchase-order-generator,Purchase Order Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
qr-code-generator,QR Code Generator,Other,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
quotation-generator,Quotation Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
ransom-note-text-generator,Ransom Note Text Generator,Other,noindex,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
retro-text-generator,Retro Text Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
return-policy-generator,Return Policy Generator,Other,low,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
robot-name-generator,Robot Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
salon-name-generator,Salon Name Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
service-agreement-generator,Service Agreement Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
ship-name-generator,Ship Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
shopify-product-description-generator,Shopify Product Description Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
short-code-generator,Short Code Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
sigil-generator,Sigil Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
sitemap-generator,Sitemap Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
sith-name-generator,Sith Name Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
spaceship-name-generator,Spaceship Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
sports-team-name-generator,Sports Team Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
tattoo-name-generator,Tattoo Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
token-generator,Token Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
typewriter-text-generator,Typewriter Text Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
ancient-greek-inspired-name-generator,Ancient Greek-Inspired Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
roman-inspired-character-name-generator,Roman-Inspired Character Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
ancient-egyptian-inspired-name-generator,Ancient Egyptian-Inspired Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
iupac-name-generator,IUPAC Name Generator,Utility Generators,Medium,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
victorian-name-generator,Victorian Name Generator,Name Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
racehorse-name-generator,Racehorse Name Generator,Name Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
emo-name-generator,Emo Name Generator,Creative & Story Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
poster-generator,Poster Generator,Business Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
flyer-generator,Flyer Generator,Business Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
fantasy-map-generator,Fantasy Map Generator,Gaming & Fantasy Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
papyrus-generator,Papyrus Generator,Font & Text Style Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
serif-generator,Serif Generator,Font & Text Style Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
