keyword,normalized_keyword,decision,matched_existing_slug,matched_existing_tool_name,confidence,reason,recommended_action,risk_level,index_recommendation,notes
german accent generator,german accent generator,hold_sensitive_or_brand_risk,,,high,Accent generation is commonly audio/voice or cultural imitation adjacent and needs separate safety/product review.,Hold; do not build automatically.,high,hold,Audio/accent-adjacent query.
shakespeare insult generator,shakespeare insult generator,covered_by_existing_tool,shakespeare-insult-generator,Shakespeare Insult Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
accent generator,accent generator,hold_sensitive_or_brand_risk,,,high,Accent generation is commonly audio/voice or cultural imitation adjacent and needs separate safety/product review.,"Hold; do not build automatically. If explored, use careful text-only language guidance and likely noindex.",high,hold,Audio/accent-adjacent query.
comeback generator,comeback generator,covered_by_existing_tool,comeback-generator,Comeback Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
error message generator,error message generator,covered_by_existing_tool,error-message-generator,Error Message Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
lowercase generator,lowercase generator,covered_by_existing_tool,lowercase-generator,Lowercase Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
papyrus generator,papyrus generator,covered_by_existing_tool,papyrus-generator,Papyrus Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
spanish generator,spanish generator,skip_duplicate_or_unclear,,,medium,"Phrase is too broad without a concrete output type such as names, text, translation, or accent.",Skip until refined into a specific user intent.,medium,hold,Unclear broad query.
type generator,type generator,covered_by_existing_tool,typewriter-text-generator,Typewriter Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
typing generator,typing generator,covered_by_existing_tool,typewriter-text-generator,Typewriter Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
user generator,user generator,skip_duplicate_or_unclear,,,medium,Phrase is too broad and can imply identity/account generation rather than a safe creative utility.,Skip; use username-generator for safe username intent.,medium,hold,Unclear/identity-adjacent query.
winding generator,winding generator,skip_duplicate_or_unclear,,,high,"Search phrase is unclear, malformed, non-tool, or too thin for a useful standalone generator.",Skip; do not build as a standalone tool.,medium,hold,Prompt noise or ambiguous query.
bind rune generator,bind rune generator,covered_by_existing_tool,sigil-generator,Sigil Generator,medium,Bind rune style output is covered as a symbolic sigil/design concept by the existing sigil generator.,Keep as existing sigil-generator coverage or add a mode later.,low,index,Covered by symbolic design utility.
cipher generator,cipher generator,covered_by_existing_tool,cipher-generator,Cipher Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
corporate speak generator,corporate speak generator,covered_by_existing_tool,corporate-speak-generator,Corporate Speak Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
front generator,front generator,add_as_faq_or_seo_section,fancy-text-generator,Fancy Text Generator,low,Likely typo/noisy variant of font/front text generator intent.,Mention only as typo/synonym coverage if search data warrants it.,low,index,Typo/noise; no standalone tool.
grafiti generator,graffiti generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
ipa generator,ipa generator,new_tool_candidate,,,medium,Distinct linguistic notation utility not fully covered by existing pronunciation/name tools.,Consider as a low-priority educational utility with clear limitations.,low,index,Potential unique utility.
irish accent generator,irish accent generator,hold_sensitive_or_brand_risk,,,high,Accent generation is commonly audio/voice or cultural imitation adjacent and needs separate safety/product review.,Hold; do not build automatically.,high,hold,Audio/accent-adjacent query.
random saying generator,random saying generator,covered_by_existing_tool,random-phrase-generator,Random Phrase Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
random soccer player generator,random soccer player generator,hold_sensitive_or_brand_risk,,,high,Random real-person sports/player intent can involve current/public figures and needs separate review.,Hold or use fictional-player framing only after review.,medium,hold,Real-person/current sports-adjacent.
robot speech generator,robot speech generator,hold_sensitive_or_brand_risk,,,high,Speech generation implies audio/voice functionality outside the current safe text-generator scope.,Hold for separate audio/voice review.,high,hold,Audio/voice-adjacent query.
sam tts generator,sam tts generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
serif generator,serif generator,covered_by_existing_tool,serif-generator,Serif Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
shakespeare generator,shakespeare generator,covered_by_existing_tool,shakespeare-insult-generator,Shakespeare Insult Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
ai text generator,ai text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
nsfw ai text generator,nsfw ai text generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
quillbot ai text generator,quillbot ai text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
chatgpt text generator,chatgpt text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
deepai text generator,deepai text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
ai book text generator,ai book text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
gpt text generator,gpt text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
ai prompt text generator,ai prompt text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
ai text reply generator,ai text reply generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
grammarly ai text generator,grammarly ai text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
gpt 3 online text generator,gpt 3 online text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
semrush ai text generator,semrush ai text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
ai text prompt generator,ai text prompt generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
generator ai text,generator ai text,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
jasper ai text generator,jasper ai text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
blog name generator,blog name generator,covered_by_existing_tool,blog-name-generator,Blog Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
drag name generator,drag name generator,covered_by_existing_tool,stage-name-generator,Stage Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
random paragraph generator,paragraph generator,covered_by_existing_tool,paragraph-generator,Paragraph Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
drag queen name generator,drag queen name generator,covered_by_existing_tool,stage-name-generator,Stage Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
email name generator,email name generator,covered_by_existing_tool,email-name-generator,Email Address Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
writing generator,writing generator,covered_by_existing_tool,paragraph-generator,Paragraph Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
blog site name generator,blog site name generator,covered_by_existing_tool,blog-name-generator,Blog Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
stand name generator based on prompt,stand name generator based on prompt,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
essay name generator,essay name generator,covered_by_existing_tool,essay-title-generator,Essay Title Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
perchance ai text to image generator,perchance ai text to image generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
text to image prompt generator,text to image prompt generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
dragon name generator,dragon name generator,covered_by_existing_tool,dragon-name-generator,Dragon Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
dragonborn name generator,dragonborn name generator,covered_by_existing_tool,dragon-name-generator,Dragon Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
story name generator,story name generator,covered_by_existing_tool,story-name-generator,Story Title Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
minecraft text generator,minecraft text generator,covered_by_existing_tool,minecraft-text-generator,Minecraft Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
dark souls text generator,dark souls text generator,covered_by_existing_tool,dark-souls-text-generator,Dark Souls Message Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
spongebob text generator,spongebob text generator,covered_by_existing_tool,spongebob-text-generator,Spongebob Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
deltarune text generator,deltarune text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
discord text generator,discord text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
mario text generator,mario text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
undertale text generator,undertale text generator,covered_by_existing_tool,undertale-text-generator,Undertale Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
pokemon text generator,pokemon text generator,covered_by_existing_tool,pokemon-text-generator,Pokemon Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
twitter text generator,twitter text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
pls donate text generator,pls donate text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
star wars text generator,star wars text generator,covered_by_existing_tool,star-wars-text-generator,Star Wars Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
roblox text generator,roblox text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
elden ring text generator,elden ring text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
shakespeare text generator,shakespeare text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
sonic text generator,sonic text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
naruto text generator,naruto text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
barbie text generator,barbie text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
persona 5 text generator,persona 5 text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
twitter generator,twitter generator,skip_duplicate_or_unclear,,,medium,Phrase is too broad and platform-branded without a clear output type.,"Skip; map specific Twitter/X bio, card, post, or name queries to existing tools.",medium,hold,Broad platform query.
roblox generator,roblox generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
minecraft generator,minecraft generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
fortnite generator,fortnite generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
special character generator,special character generator,covered_by_existing_tool,unicode-text-generator,Unicode Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
random characters generator,random characters generator,covered_by_existing_tool,special-character-generator,Special Character Generator,medium,Random/special character output is covered by the existing special-character generator.,Keep covered by existing tool.,low,index,Covered by character/symbol utility.
type pokemon generator,type pokemon generator,skip_duplicate_or_unclear,,,high,"Search phrase is unclear, malformed, non-tool, or too thin for a useful standalone generator.",Skip; do not build as a standalone tool.,medium,hold,Prompt noise or ambiguous query.
ai game generator from text,ai game generator from text,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
character voice text to speech generator,character voice text to speech generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
circle generator,circle generator,skip_duplicate_or_unclear,,,medium,Phrase is broad and not clearly a keyword/tool intent in this generator site context.,Skip unless product scope adds geometry/SVG shape tools.,low,hold,Unclear utility query.
name drawing generator,name drawing generator,covered_by_existing_tool,secret-santa-name-generator,Secret Santa Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
wordart generator,wordart generator,covered_by_existing_tool,wordart-generator,Word Art Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
artificial intelligence name generator,artificial intelligence name generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
color palette generator from name,color palette generator from name,covered_by_existing_tool,color-palette-generator-from-name,Color Palette Generator From Name,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
hogwarts legacy name generator,hogwarts legacy name generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
video game name generator,video game name generator,covered_by_existing_tool,video-game-name-generator,Video Game Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
avatar name generator,avatar name generator,covered_by_existing_tool,avatar-name-generator,Avatar Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
darth lord name generator,darth lord name generator,covered_by_existing_tool,sith-name-generator,Sith Name Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
hogwarts name generator,hogwarts name generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
color name generator,color name generator,covered_by_existing_tool,color-name-generator,Color Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
logo name generator,logo name generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
name design generator,name design generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
political party name generator,political party name generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
startup name generator,startup name generator,covered_by_existing_tool,business-name-generator,Business Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
art name generator,art name generator,covered_by_existing_tool,art-name-generator,Art Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
name color palette generator,name color palette generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
anime name generator,anime name generator,covered_by_existing_tool,anime-name-generator,Anime Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
artist name generator,artist name generator,covered_by_existing_tool,stage-name-generator,Stage Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
music artist name generator,music artist name generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
photography name generator,photography name generator,covered_by_existing_tool,photography-name-generator,Photography Business Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
artificial intelligence business name generator,artificial intelligence business name generator,add_as_mode_or_option,business-name-generator,Business Name Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to business-name-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
business name generator with logo,business name generator with logo,add_as_mode_or_option,business-name-generator,Business Name Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to business-name-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
photography business name generator,photography business name generator,covered_by_existing_tool,photography-name-generator,Photography Business Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
text to image generator,text to image generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
ai logo generator from text,ai logo generator from text,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text to video generator,text to video generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
image to text generator,image to text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
anime voice text to speech generator,anime voice text to speech generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
robot voice generator,robot voice generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
stephen hawking voice generator,stephen hawking voice generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
robotic voice generator,robotic voice generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
sam voice generator,sam voice generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
girl voice generator,girl voice generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
typography generator,typography generator,covered_by_existing_tool,typography-generator,Typography Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
analog horror voice generator,analog horror voice generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
speak spell voice generator,speak spell voice generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
text to speech generator,text to speech generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
