slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
forest-name-generator,Forest Name Generator,Gaming & Fantasy Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
team-name-generator-using-keywords,Team Name Generator By Keyword,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
trademark-friendly-name-generator,Trademark-Friendly Name Generator,Business Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
acceptable-use-policy-generator,Acceptable Use Policy Generator,Other,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
app-icon-generator,App Icon Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
app-name-generator,App Name Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
bakery-name-generator,Bakery Name Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
banner-generator,Banner Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
barbarian-name-generator,Barbarian Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
big-text-generator,Big Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
brat-text-generator,Brat Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
breadcrumb-generator,Breadcrumb Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
bubble-text-generator,Bubble Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
business-card-generator,Business Card Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
castle-name-generator,Castle Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
channel-name-generator,Channel Name Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
chatgpt-prompt-generator,ChatGPT Prompt Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
club-name-generator,Club Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
cocktail-name-generator,Cocktail Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
contract-generator,Contract Generator,Other,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
cowboy-name-generator,Cowboy Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
css-code-generator,CSS Code Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
cursive-name-generator,Cursive Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
cute-text-generator,Cute Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
dalle-prompt-generator,DALL-E Prompt Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
dinosaur-name-generator,Dinosaur Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
display-name-generator,Display Name Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
dj-name-generator,DJ Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
dmca-policy-generator,DMCA Policy Generator,Other,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
dog-name-generator,Dog Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
estimate-generator,Estimate Generator,Other,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
fake-text-generator,Fake Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
farm-name-generator,Farm Name Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
favicon-generator,Favicon Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
food-truck-name-generator,Food Truck Name Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
funny-name-generator,Funny Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
gnome-name-generator,Gnome Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
hotel-name-generator,Hotel Name Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
html-code-generator,HTML Code Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
invisible-text-generator,Invisible Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
letterhead-generator,Letterhead Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
logo-generator,Logo Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
mermaid-name-generator,Mermaid Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
meta-description-generator,Meta Description Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
monster-name-generator,Monster Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
mood-board-generator,Mood Board Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
pen-name-generator,Pen Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
pet-name-generator,Pet Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
pixel-text-generator,Pixel Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
playlist-name-generator,Playlist Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
proposal-generator,Proposal Generator,Other,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
purchase-order-generator,Purchase Order Generator,Other,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
qr-code-generator,QR Code Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
quotation-generator,Quotation Generator,Other,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
ransom-note-text-generator,Ransom Note Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
retro-text-generator,Retro Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
return-policy-generator,Return Policy Generator,Other,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
robot-name-generator,Robot Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
salon-name-generator,Salon Name Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
service-agreement-generator,Service Agreement Generator,Other,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
ship-name-generator,Ship Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
shopify-product-description-generator,Shopify Product Description Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
short-code-generator,Short Code Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
sigil-generator,Sigil Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
sitemap-generator,Sitemap Generator,Other,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
sith-name-generator,Sith Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
spaceship-name-generator,Spaceship Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
sports-team-name-generator,Sports Team Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
tattoo-name-generator,Tattoo Name Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
token-generator,Token Generator,Other,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
typewriter-text-generator,Typewriter Text Generator,Other,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
ancient-greek-inspired-name-generator,Ancient Greek-Inspired Name Generator,Creative & Story Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
roman-inspired-character-name-generator,Roman-Inspired Character Name Generator,Creative & Story Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
ancient-egyptian-inspired-name-generator,Ancient Egyptian-Inspired Name Generator,Creative & Story Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
iupac-name-generator,IUPAC Name Generator,Utility Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
victorian-name-generator,Victorian Name Generator,Name Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
racehorse-name-generator,Racehorse Name Generator,Name Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
emo-name-generator,Emo Name Generator,Creative & Story Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
poster-generator,Poster Generator,Business Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
flyer-generator,Flyer Generator,Business Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
fantasy-map-generator,Fantasy Map Generator,Gaming & Fantasy Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
papyrus-generator,Papyrus Generator,Font & Text Style Generators,noindex,yes,okay,good,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
serif-generator,Serif Generator,Font & Text Style Generators,noindex,yes,okay,good,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
